tweet_id,favorite_count,retweet_count
667793409583771648,711,336
667782464991965184,418,250
667773195014021121,239,58
667766675769573376,449,222
667728196545200128,380,152
667724302356258817,492,326
667550904950915073,0,35
667550882905632768,0,33
667549055577362432,5881,2335
667546741521195010,338,127
667544320556335104,880,535
667538891197542400,209,67
667534815156183040,830,551
667530908589760512,478,245
667524857454854144,1725,1135
667517642048163840,374,196
667509364010450944,6867,2175
667502640335572993,538,224
667495797102141441,530,280
667491009379606528,538,232
667470559035432960,259,100
667455448082227200,194,60
667453023279554560,319,91
667443425659232256,793,592
667437278097252352,452,242
667435689202614272,308,84
667405339315146752,472,221
667393430834667520,197,58
667369227918143488,369,167
667211855547486208,497,245
667200525029539841,621,265
667192066997374976,388,109
667188689915760640,752,423
667182792070062081,14464,6312
667177989038297088,192,55
667176164155375616,612,468
667174963120574464,247,84
667171260800061440,223,91
667165590075940865,2715,1161
667160273090932737,260,62
667152164079423490,48253,17403
667138269671505920,4654,2250
667119796878725120,331,128
667090893657276420,337,129
667073648344346624,408,124
667070482143944705,84,14
667065535570550784,167,48
667062181243039745,219,55
667044094246576128,185,51
667012601033924608,451,226
666996132027977728,247,96
666983947667116034,2568,994
666837028449972224,826,559
666835007768551424,217,80
666826780179869698,255,97
666817836334096384,521,254
666804364988780544,242,94
666786068205871104,764,488
666781792255496192,389,199
666776908487630848,350,175
666739327293083650,237,66
666701168228331520,432,219
666691418707132416,188,47
666649482315059201,1118,628
666644823164719104,232,83
666454714377183233,520,208
666447344410484738,104,20
666437273139982337,124,48
666435652385423360,165,53
666430724426358785,316,197
666428276349472768,165,83
666421158376562688,315,111
666418789513326592,123,45
666411507551481857,440,324
666407126856765440,106,40
666396247373291520,167,84
666373753744588802,186,92
666362758909284353,769,564
666353288456101888,218,71
666345417576210432,291,133
666337882303524864,197,90
666293911632134144,494,352
666287406224695296,146,64
666273097616637952,174,76
666268910803644416,102,35
666104133288665088,14169,6491
666102155909144576,80,12
666099513787052032,153,67
666094000022159362,163,72
666082916733198337,116,44
666073100786774016,319,162
666071193221509120,145,59
666063827256086533,471,215
666058600524156928,111,57
666057090499244032,294,141
666055525042405380,432,245
666051853826850816,1207,841
666050758794694657,132,59
666049248165822465,107,40
666044226329800704,296,139
666033412701032449,125,44
666029285002620928,129,47
666020888022790149,2544,508
